Nummer;Datum;Description;Art;Stimmberechtigte;Stimmen;Beteiligung;Leer;Ungueltig;Gueltig;Ja;Nein
37;18.10.1891;Bundesbeschluss betreffend Revision von Art. 39 der Bundesverfassung;Obl.;654372;405483;61.96521245;13400;1890;390193;231578;158615
38;18.10.1891;Bundesgesetz betreffend den schweizerischen Zolltarif;Fak.;654372;402812;61.55703484;22034;1840;378938;220004;158934
39;06.12.1891;Bundesbeschluss betreffend den Ankauf der schweizerischen Centralbahn;Fak.;653792;420135;64.26126352;0;0;420135;130729;289406
40;20.08.1893;Volksinitiative «Verbot des Schlachtens ohne vorherige Betäubung»;I.;668913;328983;49.18173215;8600;1755;318628;191527;127101
41;04.03.1894;Bundesbeschluss vom 20. Dezember 1893 betreffend Ergänzung der Bundesverfassung durch einen Zusatz bezüglich des Rechts der Gesetzgebung über das Gewerbewesen;Obl.;676854;316707;46.79103618;21454;1048;294205;135713;158492
42;03.06.1894;Volksinitiative «zur Gewährleistung des Rechts auf Arbeit»;I.;680731;392027;57.58912111;5865;1993;384169;75880;308289
43;04.11.1894;Volksinitiative «zur Abgabe eines Teils der Zolleinnahmen an die Kantone»;I.;690250;502864;72.85244477;5524;1239;496101;145462;350639
44;03.02.1895;Bundesgesetz betreffend die Vertretung der Schweiz im Auslande;Fak.;689180;319281;46.32766476;11992;4781;302508;124517;177991
45;29.09.1895;Bundesbeschluss über die Ergänzung der Bundesverfassung durch Zusatzbestimmungen betreffend die Einführung des Zündhölzchenmonopols;Obl.;690592;335818;48.62755433;9442;2236;324283;140174;184109
46;03.11.1895;Bundesbeschluss über die Revision der Militärartikel der Bundesverfassung;Obl.;697131;473178;67.87504787;7066;1277;464929;195178;269751
47;04.10.1896;Bundesgesetz betreffend die Gewährleistung beim Viehhandel;Fak.;714033;411308;57.60350012;20483;6827;383998;174880;209118
48;04.10.1896;Bundesgesetz über das Rechnungswesen der Eisenbahnen;Fak.;714033;412989;57.83892341;10095;3089;399805;223228;176577
49;04.10.1896;Bundesgesetz betreffend die Disciplinarstrafordnung für die eidgenössische Armee;Fak.;714033;411173;57.58459343;15717;7295;388161;77169;310992
50;28.02.1897;Bundesgesetz über die Errichtung der schweizerischen Bundesbank;Fak.;715342;462143;64.60448289;8198;2197;451748;195764;255984
51;11.07.1897;Bundesbeschluss über die Revision des Art. 24 der Bundesverfassung;Obl.;716883;277184;38.66516572;25444;6077;245663;156102;89561
52;11.07.1897;Bundesbeschluss betreffend Bundesgesetzgebung über den Verkehr mit Nahrungs- und Genussmitteln und mit solchen Gebrauchs- und Verbrauchsgegenständen, welche das Leben oder die Gesundheit gefährden können;Obl.;716883;277852;38.7583469;24023;4624;249205;162250;86955
53;20.02.1898;Bundesgesetz betreffend die Erwerbung und den Betrieb von Eisenbahnen für Rechnung des Bundes und die Organisation der Verwaltung der schweizerischen Bundesbahnen;Fak.;734644;573565;78.07386979;2754;1459;569352;386634;182718
54;13.11.1898;Bundesbeschluss betreffend Revision des Artikels 64 der Bundesverfassung;Obl.;734075;387226;52.75019582;15922;4628;366676;264914;101762
55;13.11.1898;Bundesbeschluss betreffend Aufnahme eines Artikels 64bis in die Bundesverfassung;Obl.;734075;387593;52.80019072;15300;3903;368390;266610;101780
